"18000","A. Lange Söhne","L944.1","151014","36","Tang","SecondsOpen Back","410","Admin","3/26/2025 3:59:39 PM","2/1/2023","1815 ""Side Step""","Black","50","2.5","","Platinum","4/4/2026 19:06:51","Admin","41014","","In-House","Manual","The A. Lange & Söhne 1815 Side Step was created in honour of the longstanding partnership between the German manufacture and the jeweller Wempe, which dates back to the 1920s. Further to this, Wempe was also one of the twelve jewellers invited to celebrate the re-inauguration of the brand in 1994. Released in 2003, this watch celebrates Wempe's 125th anniversary, and was produced as a limited edition of 125 pieces, with only 50 of those cased in platinum, while there were 75 in rose gold. As a platinum example, with a case number of below 15, this particular reference 222.049 is an exceptional find for any collector.The asymmetrical nature of the piece comes as no surprise to those familiar with A. Lange & Söhne's work, as we see the sub-dial placed at 4 o'clock, which completely replaces the numeral and sits comfortably between 3 and 5 o'clock. The placement of this sub-dial is also a subtle reminder of the 1815 Moonphase ""Emil Lange"", from 1999, where the sub-dial was in the same position. The watch has a deep black dial, in addition to printed white numerals and minute track, while the hands in white gold. The silvered sub-dial is finished with a concentric circle pattern, and a single blued hand in contrast to the otherwise monochromatic dial.The watch is powered by the calibre L944.1, which features a three quarter plate that is intricately hand-engraved with a pattern of roses unfurling amongst the blued screws, chatons, and jewels. The texture and depth of the roses themselves are impressive, with crosshatching and shading detail making this a very special surprise when viewed through the open caseback. The inspiration for this comes from the 'Meissen Rose', a style of floral painting on porcelain that depict intertwined roses with slightly opened petals. The watch is also incredibly slim, at just 36mm in diameter and 7.45mm in thickness.","Mark","43000","47C008F6-F809-407A-BBC9-79EA3E1410D1","NYC","222.049","","",".1815222049","","Sold","Gray","Leather","A Collected Man","2003"
"18000","A. Lange Söhne","L951.5","261316","39.5","Tang","ChonographOpen BackSeconds","410","Admin","3/26/2025 3:59:39 PM","5/24/2023","1815 Chronograph","Black","","2.5","2020","Gold: White","4/4/2026 19:07:42","Admin","158886","","In-House","Manual","","Mark","72000","3F62928C-86C8-4E2C-B350-859535E6CF00","NYC","414.028","60","",".1815414028","4/8/2022","Owned","Green","Ostrich","A. Lange NY","2023"
"18000","A. Lange Söhne","L951.5","226651","39.5","Tang","SecondsOpen BackChonograph","410","Admin","3/26/2025 3:59:39 PM","8/7/2023","1815 Flyback Chronograph","White","","2.5","2016","Gold: White","4/4/2026 19:07:47","Admin","121381","","In-House","Manual","Boutique Edition","Mark","67000","472EFB77-98EB-4D01-93FB-427C9CF21524","Carpinteria","414.026","60","",".1815414026","8/7/2023","Owned","Black","Croc","Burdeen",""
"21600","A. Lange Söhne","L1924","238956","40.5","Tang","297.032SecondsChronographStop SecondsDead BeatOpen BackChonograph","410","Admin","3/26/2025 3:59:39 PM","12/20/2018","1815 Homage to Walter Lange","Silver","90","3","20","Gold: Rose","4/4/2026 19:07:54","Admin","","","In-House","Manual","Dead seconds and sweep seconds","Mark","49800","43EB6DD6-D5E5-41A6-8A78-090A263E22C4","Carpinteria","297.032","60","",".2970321815297032","4/3/2018","Owned","Brown","Croc","A. Lange NY","2018"
"21600","A. Lange Söhne","L943.1","124375","35.9","Tang","SecondsStop SecondsWaterproofMoonOpen BackAnnual","410","Admin","3/26/2025 3:59:39 PM","2/22/2020","1815 Moon Phase Homage to Emil Lange","Black","150","3","1916","Gold: Yellow","4/4/2026 19:08:10","Admin","14283","","In-House","Manual","Produced to commemorate the 150th anniversary of Emil Lange’s birth in 1999, the present watch was made in a limited edition of 150 examples in platinum. The black dial depicts the Big Dipper constellation, which is one of the most distinctive asterisms in the sky. To further highlight the astronomical theme, the hour markers at 3, 6 and 9 o’clock are replaced with applied stars. The moon phase is automatically adjusted twice a day and is exactly calculated to deviate only one day from the moon’s actual orbit in 1,000 years.","Mark","38950","316B7E1F-594B-42C8-913D-73872C208F7C","NYC","231.035","45","",".1815231035","4/2/1999","Owned","Black","Croc","Watchbox","1999"
"21600","A. Lange Söhne","L943.2","194079","37.5","Tang","SecondsMoonOpen BackSplit ChronoHoursMinutes","410","Admin","3/26/2025 3:59:39 PM","4/13/2021","1815 Moonphase Honey Gold","Silver","265","3","1916","Gold: Rose","4/4/2026 19:08:16","Admin","84085","","In-House","Manual","1815 HOMAGE TO F.A LANGE 1815 MOONPHASE, REFERENCE 212.050A LIMITED EDITION HONEY GOLD WRISTWATCH WITH HACKING FEATURE AND MOON PHASES, MADE TO COMMEMORATE THE 165TH ANNIVERSARY OF A. LANGE & SÖHNE IN 2010","Mark","54854","7414C967-7709-4701-BC94-4421726522C8","NYC","212.050","45","",".181521205024","4/7/2011","Owned","Gray","Leather","Vintage Times Amsterdam/C24","2011"
"21600","A. Lange Söhne","L101.1","238956","41.9","Fold Over","421.025FEPerpetualSecondsStop SecondsDay/NightPwr ReserveSplit CPw ResMoonOpen BackSplit ChronoChonograph","410","Admin","3/26/2025 3:59:39 PM","12/14/2016","1815 Rattrapante Perpetual Calendar","Silver","","3","2018","Gold: Yellow","4/4/2026 19:21:10","Admin","109341","","In-House","Manual","","Mark","182000","7841DBD4-0B6C-476E-AC1E-AEC00B5707A5","Carpinteria","421.025FE","42","",".4210251815421025","12/14/2016","Owned","Black","Croc","Motion in Time","2014"
"21600","A. Lange Söhne","L942.1","118782","36","Tang","Open BackSecondsPw Res","410","Admin","3/26/2025 3:59:39 PM","8/18/2022","1815 Up/Down","Blue","","3","1916","Gold: White","4/4/2026 19:20:34","Admin","8827","","In-House","Manual","","Mark","49500","2D0CA0B2-6304-4097-920B-AFD6C3B1D476","Carpinteria","221.027","45","",".1815221027","8/18/2022","Owned","Blue","Leather","Klassische Urhen Kretzschmar","2001"
"21600","A. Lange Söhne","L 931.3","115646","25.5","Tang","SecondsDateStop SecondsOpen Back","410","Admin","3/26/2025 3:59:39 PM","12/1/2000","Cabaret","Black","","3","1916","Gold: Rose","4/4/2026 19:11:13","Admin","6394","","In-House","Manual","","Mark","12600","D5E76892-A666-4B96-9F35-435B29DE27B9","NYC","107.031","42","",".107031","12/1/2000","Owned","Dk Brown","Croc","Jackson Square","1998"
"21600","A. Lange Söhne","L 931.5","159756","25.5","Tang","SecondsDateStop SecondsMoonOpen Back","410","Admin","3/26/2025 3:59:39 PM","5/5/2020","Cabaret","Silver","","3","2016","Gold: Rose","4/4/2026 19:11:17","Admin","49723","","In-House","Manual","","Mark","15080","E8F7511D-7EB5-4F56-A2B7-728FDBBC43F8","NYC","118.021","42","",".11802124","5/5/2020","Owned","Dk Brown","Leather","World of Luxury/Chrono24","1998"
"21600","A. Lange Söhne","L931","127034","26","Tang","DateSecondsOpen Back","410","Admin","3/26/2025 3:59:39 PM","2/2/2021","Cabaret","Black","","3","2016","Platinum","4/4/2026 19:11:23","Admin","22682","","In-House","Manual","","Mark","20495","EDE6C8FA-782B-46E0-954F-920ED56461CE","Carpinteria","107.035","42","",".10703524","2/2/2021","Owned","Black","Croc","Chrono24","2009"
"21600","A. Lange Söhne","L931.3","132783","26","Tang","SecondsOpen BackDate","410","Admin","3/26/2025 3:59:39 PM","4/20/2021","Cabaret","White","","3","2016","Gold: Yellow","4/4/2026 19:19:31","Admin","17046","","In-House","Manual","","Mark","16895","84E4CF9C-8331-48AB-B35C-0E3CDB90A259","NYC","107.021","42","",".10702124","4/20/2021","Owned","Brown","Croc","Ticking Way/C24","1999"
"21600","A. Lange Söhne","L 931.5","142201","25.5","Tang","SecondsDateStop SecondsMoonOpen Back","410","Admin","3/26/2025 3:59:39 PM","5/29/2021","Cabaret","White","","3","2016","Gold: Yellow","4/4/2026 19:19:23","Admin","44788","","In-House","Manual","","Mark","25050","318F0A3E-B6B3-4477-9008-D42D4FF79AEE","Carpinteria","118.032","42","",".11803224","5/29/2021","Owned","Brown","Leather","World of Luxury/Chrono24","2005"
"21600","A. Lange Söhne","L.931.3","118198","25.5","Tang","SecondsOpen BackDate","410","Admin","3/26/2025 3:59:39 PM","7/6/2022","Cabaret","Blue","","3","1816","Gold: White","4/4/2026 19:19:19","Admin","9198","","In-House","Manual","","Mark","55000","3C28822A-34D4-4BE7-9A84-252DC37483D4","Carpinteria","107.027","42","",".107027","7/6/2022","Owned","Black","Croc","The Grateful Watch Company","2002"
"21600","A. Lange Söhne","L931.3","127525","26","Tang","SecondsOpen BackDate","410","Admin","3/26/2025 3:59:39 PM","8/8/2022","Cabaret","White","","3","1916","Gold: Rose","4/4/2026 19:19:08","Admin","14686","","In-House","Manual","For sale pre-owned A. Lange & Sohne 107.032 Cabaret 107032 in 18K rose gold on a strap with an 18K rose gold tang buckle, manual wind. Lange caliber L 931.3, silver dial with applied rose gold Roman numerals and diamond shaped hour markers, big date at 12 o'clock, sub-seconds at 6 o'clock, display back, sapphire crystal, size: 25.5mm x 36mm, thickness: 9mm. Terrific condition without box and without papers. Solid two-body tonneau-shaped case, downturned lugs, and rectangular bezel. The dial is silver with applied gold Roman numeral hour markers at the quarter hours, gold leaf-shaped hands, and diamond-shaped indexes. There is a large double window date aperture at the 12 o'clock position, and a white subsidiary constant seconds dial at 6 o'clock. It has a 42-hour power reserve at full wind, and it's water resistant to 30meters/100 feet. The 9mm thick case, dial, and movement are all signed. The mechanical manual winding A. Lange & sohne caliber L 931.3 movement is Glashutte 3/4 plate in German silver, with fausses cotes embellishment. It's constructed with 30 jewels, a shock absorber mechanism, and a straight-line lever escapement. It has a monometallic balance that's adjusted to 5 positions, a self-compensating flat balance spring, a swan-neck micrometer regulator, and a hand-engraved balance bridge. The mechanism oscillates at a frequency of 21,600 vph (3 Hz).","Mark","15000","80D46562-29D8-4BD7-AB68-315F2E95E561","SF","107.032","42","",".10703224","8/8/2022","Owned","Black","Leather","Chrono24","1999"
"21600","A. Lange Söhne","L.931.3","124658","25.5","Tang","SecondsOpen BackDate","410","Admin","3/26/2025 3:59:39 PM","8/17/2022","Cabaret","Blue","","3","1915","Gold: White","4/4/2026 19:19:03","Admin","22703","","In-House","Manual","","Mark","51000","9E6BD082-EA51-4738-AFFF-FCFD34AB0C54","Carpinteria","107.027","42","",".107027","8/17/2022","Owned","Blue","Leather","Klassische Urhen Kretzschmar","2000"
"21600","A. Lange Söhne","L 931.3","156055","25.5","Tang","SecondsDateStop SecondsMoonOpen Back","410","Admin","3/26/2025 3:59:39 PM","9/5/2022","Cabaret","White","","3","1916","Gold: Rose","4/4/2026 19:18:57","Admin","44886","","In-House","Manual","","Mark","27352","9B96B625-C095-4F73-9F12-DDEB923D96E7","Carpinteria","118.032","42","",".11803224","9/5/2022","Owned","Black","Croc","Chrono24","2005"
"21600","A. Lange Söhne","L042.1","170005","39.2","Fold Over","TourbillonSecondsPwr ReserveDatePw ResOpen Back","410","Admin","3/26/2025 3:59:39 PM","2/22/2020","Cabaret Tourbillon","Silver","","3","2219","Platinum","4/4/2026 19:18:51","Admin","60175","","In-House","Manual","","Mark","105000","53A4C4C4-EA85-4526-AE8D-864B54F3DE87","NYC","703.025","120","",".703025","2/22/2020","Owned","Black","Croc","The Keystone","2008"
"21600","A. Lange Söhne","L042.1","250025","29.5","Fold Over","TourbillonSecondsPwr ReserveDatePw ResOpen Back","410","Admin","3/26/2025 3:59:39 PM","2/22/2020","Cabaret Tourbillon","White","","3","2218","Gold: Rose","4/4/2026 19:18:46","Admin","60025","","In-House","Manual","","Mark","105000","121BEE03-8C61-41E1-A568-1710525EDC84","Carpinteria","703.032F","120","",".703032","2/22/2020","Owned","Brown","Croc","The Keystone","2013"
